date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:28:44	25828/25828	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:50%20GMT	http://kamuinet.com/ENG/gallery/36.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/36.png	(from http://kamuinet.com/ENG/html/videos.html)
22:32:59	4492229/4492229	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:40%20GMT	http://kamuinet.com/ENG/gallery/28.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/28.mp4	(from http://kamuinet.com/ENG/html/videos.html)
22:44:12	2029218/2029218	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:26%20GMT	http://kamuinet.com/ENG/gallery/15.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/15.mp4	(from http://kamuinet.com/ENG/html/videos.html)
22:44:32	2148085/2148085	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:28%20GMT	http://kamuinet.com/ENG/gallery/16.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/16.mp4	(from http://kamuinet.com/ENG/html/videos.html)
22:50:55	6446069/6446069	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:00%20GMT	http://kamuinet.com/ENG/gallery/07.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/07.mp4	(from http://kamuinet.com/ENG/html/videos.html)
22:54:47	4575222/4575222	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:32%20GMT	http://kamuinet.com/ENG/gallery/20.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/20.mp4	(from http://kamuinet.com/ENG/html/videos.html)
23:00:00	3430055/3430055	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:43%20GMT	http://kamuinet.com/ENG/gallery/33.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/33.mp4	(from http://kamuinet.com/ENG/html/videos.html)
23:08:18	5068634/5068634	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:50%20GMT	http://kamuinet.com/ENG/gallery/36.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/36.mp4	(from http://kamuinet.com/ENG/html/videos.html)
23:13:44	8346143/8346143	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:46%20GMT	http://kamuinet.com/ENG/gallery/34.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/34.mp4	(from http://kamuinet.com/ENG/html/videos.html)
23:15:06	2527646/2527646	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:34%20GMT	http://kamuinet.com/ENG/gallery/22.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/22.mp4	(from http://kamuinet.com/ENG/html/videos.html)
23:20:10	2760538/2760538	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:38%20GMT	http://kamuinet.com/ENG/gallery/25.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/25.mp4	(from http://kamuinet.com/ENG/html/videos.html)
23:24:25	5340060/5340060	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:48%20GMT	http://kamuinet.com/ENG/gallery/35.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/35.mp4	(from http://kamuinet.com/ENG/html/videos.html)
23:24:38	11673861/11673861	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:45:52%20GMT	http://kamuinet.com/ENG/gallery/05.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/05.mp4	(from http://kamuinet.com/ENG/html/videos.html)
